Code,GCD,PLD,LCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Unitcell_volume,Density,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Number of channels,Min dimension of channel,Max dimension of channel,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_dev thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,Range liquid_range,Mean liquid_range,Std_dev liquid_range,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
1043,6.44281,5.78232,6.44281,5.78232,1.59099,1.10979,6.44281,6.32974,6.4083,636.109,1.55694,93.826,0.1475,0.0947369,0,0,0,1,1,1,111.023,1745.34,1121,0,0,0,4,14,10,9.895833333,4.262547615,1.52,2.1,0.58,1.707395833,0.403655703,77,101,24,95.58333333,11.46708278,4.85,17.36,12.51,15.51822917,4.024876753,0.02658,190,189.97342,50.43438667,106.2993479,90.2,3173,3082.8,1113.310417,2155.067328,54.8,1687,1632.2,597.54375,1142.875181,35.4,1486,1450.6,515.7666667,1012.407162,0,0.25,0.1875,0.25,0.1875,0,0.0625,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1044,6.59784,4.58569,6.53796,4.58569,1.4801,3.95591,6.53796,5.73127,6.59784,858.681,1.3943,141.94,0.1653,0.118554,0,0,0,1,2,2,178.833,2082.65,1493.69,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.25,0.25,0.25,0,0.0625,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1045,5.85938,4.23722,5.85182,2.9106,4.23722,3.60746,5.61858,5.85182,5.85938,854.237,1.38868,123.864,0.145,0.104416,0,0,0,1,3,3,196.724,2302.92,1658.35,0.00664749,0.0778178,0.0560372,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0,0.380952381,0,0.095238095,0,0.333333333,0,0.19047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1046,11.11942,8.6398,10.72906,8.6398,2.02708,2.03559,10.72906,11.11942,9.7971,5126.35,1.38227,1311.83,0.2559,0.185131,0,0,0,1,1,1,767.519,1497.2,1083.15,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.026548673,0.203539823,0.309734513,0.168141593,0.123893805,0.088495575,0.079646018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1047,4.30814,2.77534,4.30814,2.12053,2.19936,2.77534,3.88397,4.30814,4.30814,608.094,1.62867,0,0,0,17.2091,0.0283,0.0173761,0,0,0,0,0,0,71.6485,1178.25,723.441,8,14,6,9.95,4.242640687,1.52,2.1,0.58,1.7085,0.410121933,85,101,16,95.8,11.3137085,12.06,17.36,5.3,15.6375,3.74766594,0.02658,150,149.97342,48.7679415,106.0472223,90.2,3173,3082.8,1092.11,2179.868785,54.8,1687,1632.2,585.265,1154.139688,35.4,1486,1450.6,506.845,1025.729097,0,0.173913043,0,0.434782609,0,0.347826087,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1048,7.07957,5.53461,7.06929,5.53461,2.74384,2.0764,7.06929,6.3338,7.07957,887.16,1.34954,166.431,0.1876,0.13901,0,0,0,1,1,1,183.829,2072.1,1535.41,0,0,0,8,25,17,9.951388889,4.143819273,1.52,2.1,0.58,1.680486111,0.337101907,60,101,41,94.86805556,12.71712338,7.35,17.36,10.01,15.303125,4.220269685,0.02658,235,234.97342,59.65522,125.5922146,90.2,3173,3082.8,1064.348611,1957.027929,54.8,1687,1632.2,503.50875,945.7012692,35.4,1858.53,1823.13,560.8398611,1065.970728,0,0.4,0.2,0.2,0.133333333,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1049,8.15549,6.77732,8.15549,6.77732,2.72268,1.7766,8.15549,8.0992,7.65112,2091.96,1.52788,334.505,0.1599,0.104655,0.418392,0.0002,0.0001309,1,1,1,295.999,1414.94,926.077,3.58774,17.1501,11.2248,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.017857143,0.142857143,0.196428571,0.303571429,0.267857143,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1050,3.89479,2.45851,3.72302,1.66647,2.45851,2.171,3.73008,3.72302,3.69415,560.491,1.767,0,0,0,8.68761,0.0155,0.00877195,0,0,0,0,0,0,45.7337,815.958,461.777,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0,0.173913043,0,0.434782609,0,0.347826087,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1051,5.65986,4.93926,5.65986,4.93926,3.42525,1.731,5.65986,5.40414,5.23191,643.119,1.54282,68.7494,0.1069,0.0692886,0,0,0,1,2,2,121.736,1892.91,1226.91,0.128202,1.99343,1.29207,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.222222222,0.333333333,0,0,0.166666667,0.166666667,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1052,5.87377,4.62053,5.82776,4.62053,4.4279,1.35757,5.82776,5.87377,5.82776,832.294,1.4297,130.004,0.1562,0.109254,0,0,0,1,2,2,202.321,2430.88,1700.28,0,0,0,8,14,6,9.87037037,3.772221517,1.52,2.1,0.58,1.67962963,0.336538567,80,101,21,95.01851852,12.16079058,10,17.36,7.36,15.3262963,4.160664436,0.02658,235,234.97342,61.03623852,126.9719481,90.2,3173,3082.8,1068.411111,1967.69695,54.8,1687,1632.2,501.1868519,944.4045624,35.4,1858.53,1823.13,567.2242593,1076.893197,0,0.428571429,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1053,11.74711,11.115,11.74711,11.115,1.81331,1.78063,11.74711,11.59924,11.4324,4448.84,1.68529,1032.13,0.232,0.137662,0,0,0,1,1,1,506.197,1137.82,675.147,1.45105,3.26164,1.93536,4,14,10,9.833333333,4.272466296,1.52,2.1,0.58,1.703833333,0.399817648,77,101,24,95.53333333,11.5579973,4.85,17.36,12.51,15.47316667,4.178269698,0.02658,190,189.97342,50.68438667,106.4694156,90.2,3173,3082.8,1110.616667,2140.884876,54.8,1687,1632.2,596.75,1136.482892,35.4,1486,1450.6,513.8666667,1004.740364,0.007142857,0.142857143,0.185714286,0.271428571,0.328571429,0.042857143,0.014285714,0.007142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1054,7.45604,6.34862,7.44095,6.34862,1.94296,5.92049,7.44095,6.96356,6.81761,2000.04,1.23723,553.812,0.2769,0.223806,0,0,0,1,2,2,409.208,2045.99,1653.68,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.047619048,0.30952381,0.238095238,0.119047619,0.19047619,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1055,8.46917,6.37479,8.32585,6.37479,1.64149,4.10873,8.32585,7.99253,8.40109,2174.23,1.46843,488.55,0.2247,0.153021,0,0,0,1,2,2,387.731,1783.3,1214.43,1.94771,8.95817,6.10052,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0.078947368,0.184210526,0.394736842,0.184210526,0.131578947,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1056,6.31797,5.08281,6.30033,5.08281,2.02811,1.87876,6.30033,5.56145,5.51454,1337.47,1.79034,124.652,0.0932,0.0520571,0.133747,0.0001,5.59E-05,1,1,1,167.676,1253.68,700.249,4.69123,35.0754,19.5915,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.022222222,0.133333333,0.111111111,0.422222222,0.133333333,0.022222222,0,0.022222222,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1057,4.91535,2.51392,4.91378,2.51392,2.07453,2.07453,4.91378,4.91535,4.91378,734.657,1.64204,0,0,0,36.5125,0.0497,0.0302673,0,0,0,0,0,0,105.227,1432.33,872.287,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.19047619,0.142857143,0.095238095,0.095238095,0.095238095,0.19047619,0.047619048,0.047619048,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1058,8.53335,6.98441,8.53335,6.35395,6.98441,1.80375,8.5289,8.53335,8.5289,3180.11,1.50594,661.463,0.208,0.13812,0.318011,0.0001,6.64E-05,1,2,2,509.568,1602.36,1064.03,3.85554,12.1239,8.05075,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0.013333333,0.213333333,0.266666667,0.333333333,0.146666667,0.026666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1059,9.69342,7.02718,9.69342,7.02718,1.7276,1.50468,9.69342,9.06667,9.69342,2411.78,1.67323,434.603,0.1802,0.107696,0,0,0,1,1,1,326.834,1355.16,809.905,0.790101,3.27601,1.9579,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.105263158,0.105263158,0.245614035,0.192982456,0.175438596,0.175438596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1060,5.68385,5.20542,5.65961,5.20542,4.297,2.28453,5.65961,5.65293,5.68244,1190.85,1.44276,182.439,0.1532,0.106186,0.357256,0.0003,0.000207935,1,2,2,223.974,1880.79,1303.61,1.63813,13.756,9.5345,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.1875,0.28125,0.3125,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1061,5.50198,3.39738,5.50198,3.39738,1.55335,2.49283,5.50198,5.50198,5.28691,620.738,1.59845,49.1625,0.0792,0.049548,0,0,0,1,1,1,110.226,1775.72,1110.9,0,0,0,4,14,10,9.71875,3.875735851,1.52,2.1,0.58,1.675451389,0.337378028,77,101,24,94.98958333,12.21780515,4.85,17.36,12.51,15.24642361,4.455868737,0.02658,235,234.97342,59.86147,123.8638709,90.2,3173,3082.8,1069.306944,1963.707347,54.8,1687,1632.2,515.5526736,964.2758349,35.4,1858.53,1823.13,553.7542708,1048.804524,0,0.25,0,0.15625,0,0.1875,0,0.03125,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1062,8.04068,5.71141,7.95022,5.71141,1.88584,4.01592,7.95022,7.98206,7.93219,1591.03,1.50501,330.298,0.2076,0.137939,0,0,0,1,2,2,308.618,1939.73,1288.85,0,0,0,4,14,10,9.826388889,3.991472786,1.52,2.1,0.58,1.689097222,0.367269309,77,101,24,95.40972222,11.77976913,4.85,17.36,12.51,15.45131944,4.110424142,0.02658,235,234.97342,54.56651569,116.8770049,90.2,3173,3082.8,1069.586111,2042.942729,54.8,1687,1632.2,539.554375,1038.366689,35.4,1858.53,1823.13,530.0317361,1037.718959,0.025641026,0.230769231,0.307692308,0.230769231,0.128205128,0,0,0,0,0.051282051,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1063,7.26377,6.25676,6.86932,6.25676,6.19211,1.75545,6.86932,7.26377,7.26377,1169.8,1.53521,321.345,0.2747,0.178933,0.11698,0.0001,6.51E-05,1,2,2,229.645,1963.11,1278.72,0.711281,6.08034,3.9606,8,14,6,9.840277778,3.801327239,1.52,2.1,0.58,1.678611111,0.341491512,80,101,21,95.1875,12.10250411,10,17.36,7.36,15.38694444,4.133687805,0.02658,235,234.97342,59.01096014,125.6986683,90.2,3173,3082.8,1051.4125,1980.545403,54.8,1687,1632.2,498.5735417,958.5600858,35.4,1858.53,1823.13,552.8389583,1073.133024,0,0.305555556,0.027777778,0.166666667,0.111111111,0.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1064,11.54126,10.70556,11.54126,10.70556,2.18216,10.70556,11.54126,11.1917,11.54126,4258.14,1.10949,2108.2,0.4951,0.446239,0,0,0,1,2,2,591.261,1388.54,1251.51,0,0,0,8,14,6,9.875,3.783937343,1.52,2.1,0.58,1.680833333,0.338864826,80,101,21,95.04166667,12.12161567,10,17.36,7.36,15.33583333,4.143828,0.02658,235,234.97342,60.64272,126.2412155,90.2,3173,3082.8,1070.175,1972.588904,54.8,1687,1632.2,504.6754167,951.0799633,35.4,1858.53,1823.13,565.4995833,1074.112826,0.03,0.28,0.13,0.14,0.16,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1065,7.01262,6.44045,6.95139,6.44045,5.5031,1.53038,6.95139,6.66995,6.95139,1524.68,1.29914,337.869,0.2216,0.170575,0,0,0,1,2,2,291.557,1912.25,1471.94,1.16331,7.62985,5.87302,8,81,73,10.45138889,9.353622019,1.52,2.1,0.58,1.701944444,0.372916897,78,101,23,95.22916667,11.67022736,10,17.36,7.36,15.47791667,3.873789796,0.02658,235,234.97342,55.05920208,114.0456525,90.2,3173,3082.8,1108.131944,2046.123502,54.8,1687,1632.2,560.6302778,1044.889495,35.4,1858.53,1823.13,547.5016667,1031.86903,0,0.28125,0.125,0.25,0,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1066,6.45588,4.22859,6.37823,4.22859,1.89415,3.09206,6.37823,6.09785,6.16233,1034.55,1.54304,146.182,0.1413,0.0915725,0,0,0,1,2,2,197.549,1909.52,1237.51,0,0,0,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0.05,0.35,0.35,0.1,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1067,5.45501,4.95243,5.45501,4.95243,4.10416,2.38358,5.45501,5.45501,4.32028,1073.06,1.67362,96.5753,0.09,0.0537757,0.214612,0.0002,0.000119501,1,2,2,156.426,1457.76,871.02,11.8411,110.349,65.9342,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.236842105,0,0.263157895,0,0.421052632,0,0.052631579,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1068,6.05832,1.80655,6.05832,1.80655,1.80655,1.80655,6.02952,6.02952,6.05832,1218.73,1.62226,0,0,0,113.342,0.093,0.0573273,0,0,0,0,0,0,191.463,1571,968.4,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.387096774,0,0.612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1069,7.8353,6.47276,7.79996,6.47276,2.10778,3.20121,7.79996,7.73067,7.79996,2958.19,1.60876,526.558,0.178,0.110644,0,0,0,1,2,2,481.236,1626.79,1011.21,0.00379856,0.0128408,0.00798183,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.02247191,0.202247191,0.213483146,0.314606742,0.157303371,0.056179775,0.033707865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1070,7.14276,2.93891,7.14276,2.93891,2.09399,1.61969,7.14276,6.78547,6.95917,1877.17,1.61351,178.707,0.0952,0.0590019,1.31402,0.0007,0.000433837,1,1,1,260.685,1388.71,860.678,13.6549,72.7418,45.083,8,14,6,9.875,3.783937343,1.52,2.1,0.58,1.680833333,0.338864826,80,101,21,95.04166667,12.12161567,10,17.36,7.36,15.33583333,4.143828,0.02658,235,234.97342,60.64272,126.2412155,90.2,3173,3082.8,1070.175,1972.588904,54.8,1687,1632.2,504.6754167,951.0799633,35.4,1858.53,1823.13,565.4995833,1074.112826,0.04,0.18,0.16,0.32,0.12,0.1,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1071,9.16722,7.53035,9.15095,1.72209,7.53035,6.80058,9.1047,9.15095,9.16722,3539.12,1.32958,953.792,0.2695,0.202696,0,0,0,1,2,2,636.608,1798.78,1352.89,0.26305,0.743266,0.559024,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1072,8.57172,6.04203,8.39682,6.04203,2.02779,1.80495,8.39682,8.2958,8.42706,2204.26,1.62947,331.742,0.1505,0.0923613,0,0,0,1,1,1,332.867,1510.11,926.746,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.020833333,0.104166667,0.520833333,0.208333333,0.104166667,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1073,8.70892,7.74303,8.68091,7.74303,5.91464,1.36403,8.68091,8.70892,8.70892,3492.38,1.36396,899.986,0.2577,0.188935,0,0,0,1,2,2,617.564,1768.32,1296.46,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.012195122,0.170731707,0.207317073,0.304878049,0.304878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1074,7.47903,6.57319,7.47903,6.57319,4.8033,1.76323,7.47903,7.47903,7.43291,866.814,1.14467,247.649,0.2857,0.249591,0,0,0,1,2,2,209.092,2412.19,2107.32,0,0,0,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0.058823529,0.352941176,0.411764706,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1075,4.96322,4.18559,4.96322,4.18559,1.77931,1.77931,4.96322,4.96322,4.94149,596.637,1.67224,47.9099,0.0803,0.0480195,0.238655,0.0004,0.0002392,1,1,1,86.4961,1449.73,866.939,2.43488,40.8101,24.4045,4,14,10,9.807291667,3.839709646,1.52,2.1,0.58,1.67890625,0.343058771,77,101,24,95.16145833,12.09377494,4.85,17.36,12.51,15.35807292,4.216804251,0.02658,235,234.97342,58.74181677,124.2692365,90.2,3173,3082.8,1057.827083,1981.67812,54.8,1687,1632.2,507.2868229,968.3347986,35.4,1858.53,1823.13,550.5402604,1062.572553,0,0.208333333,0.083333333,0.083333333,0.166666667,0.083333333,0,0.041666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1076,7.42097,6.9222,7.42097,6.9222,1.92069,1.63746,7.42097,7.16693,7.35463,699.002,1.41686,139.311,0.1993,0.140664,0,0,0,1,1,1,129.005,1845.56,1302.57,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.133333333,0.266666667,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1077,11.87673,9.37258,11.87673,9.37258,1.84415,1.78211,11.87673,10.74336,10.83644,5206.81,1.68238,1295.98,0.2489,0.147945,0,0,0,1,1,1,646.539,1241.72,738.071,0.00284892,0.00547153,0.00325225,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.018292683,0.134146341,0.170731707,0.274390244,0.231707317,0.140243902,0.030487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1078,6.41538,4.3664,6.19471,4.3664,2.1878,1.76552,6.19471,6.3882,6.41538,836.522,1.42028,119.623,0.143,0.100684,0,0,0,1,1,1,175.551,2098.58,1477.58,0,0,0,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95,12.19265001,10,17.36,7.36,15.31866667,4.17427667,0.02658,235,234.97342,61.35105333,127.5581437,90.2,3173,3082.8,1067,1963.904425,54.8,1687,1632.2,498.396,939.0837544,35.4,1858.53,1823.13,568.604,1079.169416,0.083333333,0.25,0.333333333,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
